Latitude,Longitude,Depth,Pressure,InSitu_Temperature,Salinity,DissolvedOxygen,Year,Month,Nitrate,Phosphate,Silicate,Alkalinity,DIC,pH
18.82,-168.51,1496.35036,1510.89944990338,2.89451441169499,34.5846142499254,75.9289984071682,1967,1,40.6553904284717,2.92147458774683,131.501652448653,2393.38568147096,2341.03145776809,7.70597014863494
18.82,-168.51,1751.82482,1769.93835895262,2.43376352199201,34.6088561326264,87.480534152304,1967,1,40.0894131425559,2.86215161674137,141.639296157418,2404.12588548198,2345.50958122861,7.72240491163598
18.82,-168.51,2238.44282,2264.20652491604,1.93253104978291,34.6508288333006,108.658350073171,1967,1,38.8156548015968,2.74669080189389,151.107986120254,2415.71198203673,2343.62658483005,7.75410235833877
18.82,-168.51,2737.22628,2771.9945287964,1.6611467551708,34.6612344172873,124.463900232048,1967,1,37.8986521111247,2.6648646413697,153.977132490383,2418.74421035087,2337.7058824543,7.76796924567531
18.82,-168.51,3248.17518,3293.37784411309,1.51593846268524,34.6747894998958,137.391558812303,1967,1,37.0781678023959,2.59820218065914,153.469279276875,2419.26263057001,2330.25756522846,7.77255234056351
18.82,-168.51,3746.95864,3803.51819560389,1.46247420230495,34.6830797362257,148.163030219785,1967,1,36.34923080421,2.54192938397044,150.162910313645,2416.79181175201,2321.42770870279,7.7691741544354
18.82,-168.51,4744.52555,4827.22777849256,1.43682349797764,34.6957847425881,169.933415596255,1967,1,34.745523703017,2.42270198526297,137.732581874996,2404.92509558812,2299.02320278195,7.75473893543282
18.82,-168.51,5243.309,5340.77638629765,1.45458996295929,34.6991882324219,174.446105957031,1967,1,34.3993501126342,2.39828647120585,135.191415176384,2401.95856422197,2293.87680811566,7.73875220522943
23.3,-70.5,1998.09249657516,2020.49846601919,3.6082014923586,34.983506482841,263.648353458093,1974,2,17.979857784803,1.20275828732317,15.9570302307226,2317.50085969639,2157.99251888028,7.99101362387753
23.3,-70.5,2008.15891237623,2030.72638227906,3.5980821228861,34.9834546392604,263.649676452169,1974,2,17.982093848569,1.20308318301841,16.0294772799065,2317.61101381127,2158.07771542422,7.99079503060873
23.3,-70.5,2521.52010682019,2552.96064830723,3.10814532835264,34.9567357741182,264.362828869456,1974,2,18.218374724477,1.22823201039049,20.1147868707928,2321.50429489678,2162.11287274501,7.97755492270864
23.3,-70.5,2523.15882567153,2554.62968563683,3.10675629717672,34.956675523762,264.383241902266,1974,2,18.2174636249652,1.22818155412736,20.1201455388513,2321.50951687512,2162.11346469811,7.97752419731066
23.3,-70.5,3489.09254859799,3540.62401891572,2.47509429752443,34.9149271245634,268.18509810895,1974,2,18.4744634556238,1.25843346382464,26.6394909052504,2326.1551320159,2167.75743753173,7.945358745547
23.3,-70.5,3494.47691053809,3546.13238568944,2.47291568952478,34.914769132981,268.159740873987,1974,2,18.4801216378991,1.25890300255747,26.6934131138266,2326.20398920051,2167.8211080629,7.94511502069317
23.3,-70.5,4420.17098167063,4495.13059632635,2.31570197782641,34.8978037288612,267.750431737148,1974,2,18.8412904597588,1.29405940040657,31.3811593969811,2330.55660072148,2173.66597512659,7.90442822266318
23.3,-70.5,4439.18532262819,4514.66475007342,2.31517887798492,34.897473863468,267.638920537484,1974,2,18.860206074285,1.29552288365352,31.5254509389998,2330.69753120868,2173.86321217178,7.90349073146788
23.3,-70.5,5213.83113392408,5311.88088883004,2.24245188571035,34.8737098467141,258.527597390877,1974,2,20.5110594526802,1.41270769657044,43.2016781665208,2339.92399198509,2187.98895358173,7.85978817825953
23.3,-70.5,5215.31378431339,5313.40933301704,2.2421890793555,34.873657395561,258.508175366182,1974,2,20.5149935777176,1.41297884550946,43.2299676939963,2339.94444651518,2188.02133591616,7.85970177303024
23.3,-70.5,476.815162918133,480.402271655683,16.0841415882787,36.196714142256,186.148259456268,1974,2,8.80876571984468,0.487072565272931,2.90346503604862,2369.06590687776,2102.84059607897,8.07073722718564
23.3,-70.5,993.974023271542,1002.7058416703,6.69600939644192,35.0467791764258,185.655539778705,1974,2,23.2571041535581,1.52183285229647,15.2610844547211,2320.69447741085,2179.46245005819,7.93717747718363
23.3,-70.5,2005.03754313559,2027.55488383496,3.60122576034868,34.9834903382525,263.649928491901,1974,2,17.9812371445705,1.2029696350267,16.0066108292884,2317.57796664068,2158.05101083389,7.99086470614681
23.3,-70.5,2006.33811365252,2028.87633588992,3.59991640766307,34.9834774203905,263.649837671128,1974,2,17.9815816640948,1.20301597778255,16.0161148700884,2317.59186609915,2158.06214041201,7.99083582292332
23.3,-70.5,2510.04907486084,2541.27774134541,3.11792945957069,34.9571742884267,264.233138713255,1974,2,18.2234530721489,1.22848582444107,20.0707535333602,2321.46183780948,2162.0991403243,7.97778050086883
23.3,-70.5,2511.27161114676,2542.52282888944,3.11688128378572,34.9571259888848,264.245674358256,1974,2,18.2230374511156,1.22846839598719,20.0760763571177,2321.4669340985,2162.1015346711,7.97775542563615
23.3,-70.5,3514.08951393345,3566.19781338348,2.46514339219556,34.9142321306941,268.050159572732,1974,2,18.502274899008,1.26072287823439,26.8983114641967,2326.39642940583,2168.06740883982,7.94421650704067
23.3,-70.5,3536.82348656944,3589.45890636919,2.45645517757329,34.9136667487513,267.858932020928,1974,2,18.5345786723765,1.2633000108691,27.1716991223612,2326.66764611309,2168.40788418673,7.94312915819751
23.3,-70.5,3998.73411136352,4062.5962459892,2.34077440910344,34.9038289008227,268.833425972983,1974,2,18.609132488061,1.27395942693733,29.1580509997158,2328.25536997459,2170.58756063462,7.9238607789595
23.3,-70.5,4016.3438361628,4080.65340347977,2.33841616361038,34.9035635969952,268.752434292407,1974,2,18.6236837672777,1.27516145814525,29.2860836337021,2328.39040951251,2170.76110835015,7.92302829553996
23.3,-70.5,4418.81838833302,4493.74108860768,2.31574029294948,34.8978252652557,267.75832077812,1974,2,18.8399739502716,1.29395706180517,31.3710078724056,2330.54640631429,2173.65198231537,7.90449458704807
23.3,-70.5,5226.44666793834,5324.88638699794,2.23959207668694,34.8732681915162,258.371115063739,1974,2,20.5441222696754,1.41499024545054,43.4463789740862,2340.0985913866,2188.26514294441,7.85906306579163
23.3,-70.5,5231.85704128878,5330.46422154177,2.23797950725398,34.8730807883632,258.309043086742,1974,2,20.558119273267,1.41595849565471,43.5542199301347,2340.17405577168,2188.38446586937,7.85875784905046
23.3,-70.5,996.835278408795,1005.59917053209,6.66926288919574,35.0466588475098,186.349454947312,1974,2,23.2024340049199,1.51878534255192,15.2505390330723,2320.70439388078,2179.3035691021,7.93793694932972
23.3,-70.5,1009.76294934711,1018.67225011857,6.55270594383083,35.0467772457206,188.573306617303,1974,2,23.051301889622,1.51102268232363,15.3350289925881,2320.8605253816,2179.11327579608,7.94018230131138
23.3,-70.5,1996.53181195484,2018.91278571472,3.60975985499331,34.9834921874512,263.64447956543,1974,2,17.9799154691224,1.20273991169246,15.947193416723,2317.48358417442,2157.98140206376,7.99104304214611
23.3,-70.5,2513.09240987046,2544.37722765181,3.11532267815633,34.9570547979721,264.264971755949,1974,2,18.2223574588953,1.2284377629439,20.0836983525476,2321.47424678622,2162.10464776446,7.97771858681162
23.3,-70.5,2517.51434962804,2548.88083255377,3.11154950240293,34.9568853826212,264.314703960977,1974,2,18.2204261893446,1.22834192835375,20.1008054537865,2321.49073292138,2162.11013370913,7.97763142767691
23.3,-70.5,3513.12709175092,3565.21312882391,2.46551854201572,34.9142571937082,268.05700995906,1974,2,18.5010370245937,1.26062288585917,26.8874382434246,2326.38588552634,2168.05407006625,7.94426162582276
23.3,-70.5,4003.91038202091,4067.9038890779,2.34009728414223,34.9037588908439,268.809486536985,1974,2,18.6133210627486,1.27430711668232,29.1952526422276,2328.29573916936,2170.63843343317,7.92361723287199
23.3,-70.5,4014.75714013214,4079.02633391511,2.33863386043516,34.9035904473106,268.759693053427,1974,2,18.6223389402709,1.27505101787845,29.2743878125477,2328.37849170464,2170.7454165903,7.92310374388558
23.3,-70.5,4428.75474708239,4503.94882029562,2.31546292085945,34.8976606080801,267.700306073815,1974,2,18.8497308320196,1.29471397595367,31.4458857860794,2330.62065781091,2173.75480790267,7.90400604606195
23.3,-70.5,4437.52059236652,4512.95444377025,2.31522393007216,34.8975044767157,267.648773655662,1974,2,18.858516858683,1.29539268772169,31.5126720296764,2330.68530063475,2173.84585281554,7.90357314205776
23.3,-70.5,5216.87446893371,5315.01823229418,2.24189002676488,34.8736023749398,258.488057639322,1974,2,20.5191179130384,1.41326325246456,43.259877385953,2339.96599084473,2188.05543289476,7.85961119642594
23.3,-70.5,5219.13746163317,5317.35115566437,2.24141690288308,34.8735229086672,258.459451728588,1974,2,20.5250704623004,1.41367398021763,43.3034894345612,2339.99725988006,2188.10490428748,7.85948051049252
23.1,-65.2,1442.86141277274,1457.08870587348,4.53928288808694,35.0290856685891,245.510412283789,1974,9,18.9133950278608,1.25801161056284,14.4835374659055,2317.42864257837,2161.86075603973,7.9903131152636
23.1,-65.2,1952.7747334861,1974.43313723845,3.67559155632614,34.9925008022169,258.988863821796,1974,9,18.3295824147414,1.22562778264317,16.9437321378555,2318.75029921928,2160.3147787715,7.98922142140149
23.1,-65.2,1953.77104712564,1975.44518530565,3.67418739690909,34.9924630294173,258.992876924617,1974,9,18.3299029117774,1.22566931682436,16.9534893987453,2318.76255266919,2160.32423623506,7.98920235873536
23.1,-65.2,2475.83939424131,2506.40622355559,3.11661033620253,34.9619844284961,259.71830783202,1974,9,18.6727322943166,1.25851393940908,22.182099332098,2323.84334091905,2165.34741218885,7.97611837661963
23.1,-65.2,3959.54966623493,4022.36712354951,2.3439548010068,34.9032233656622,267.484481361273,1974,9,18.8704230819328,1.28753410565176,30.1492859248398,2328.86404436939,2171.76975761378,7.92499879231098
23.1,-65.2,3974.89289628375,4038.09714537034,2.34158839678012,34.9030450445072,267.474315613949,1974,9,18.8760215762779,1.28809032624439,30.2269737499273,2328.94992587043,2171.87241389247,7.92432825744711
23.1,-65.2,4454.9168078111,4530.7664611735,2.28396817244913,34.8939206568776,265.480306974112,1974,9,19.3046933530421,1.32219251100281,33.9903151809862,2332.43952209118,2176.69820795404,7.90124673919523
23.1,-65.2,5317.7244196473,5418.9337469938,2.08551964095812,34.8551461567639,252.859915908574,1974,9,21.9113545648234,1.50132592902281,52.3684367045221,2345.47409029612,2197.73803726992,7.84729212239412
23.1,-65.2,5336.45511607054,5438.25215414676,2.08393388089408,34.8545103530928,252.659509678552,1974,9,21.9543343099616,1.50421343750836,52.6426209005805,2345.679656015,2198.07233897641,7.84621976911477
23.1,-65.2,1457.40759190993,1471.82962394477,4.5048031452323,35.0273279118534,247.298541962473,1974,9,18.7929827370534,1.24945574982197,14.3053192986675,2317.04874850147,2161.02000206693,7.99157259496157
23.1,-65.2,1975.29142173956,1997.30657650131,3.64376875739355,34.9917913626061,259.131891528229,1974,9,18.3318592787015,1.2261750573589,17.1480111086365,2319.02210231862,2160.49784262822,7.98884474575076
23.1,-65.2,1979.2766762977,2001.35522409115,3.6382201997386,34.9916787324594,259.163296528247,1974,9,18.3316732572497,1.22622477079578,17.1817059789091,2319.06854399274,2160.52597541021,7.98878387774506
23.1,-65.2,2475.04234332968,2505.5946133164,3.11724501080143,34.9620306797144,259.717011940609,1974,9,18.6722138161004,1.2584674294669,22.1748956067425,2323.83743892774,2165.34081306134,7.97614077710727
